Author cleaned,Author editable,Viaf id,Viaf OK,Internal id,Internal id OK,notes,class
"Meersseman, G. G.","Meersseman, Giles Gérard",http://viaf.org/viaf/109778496,,294,294,,1
"Assunto, Rosario","Assunto, Rosario",http://viaf.org/viaf/109795618,,811,811,,1
"Siciliano, Italo","Siciliano, Italo",http://viaf.org/viaf/110188354,,981,981,,1
"Rossi, Guido","Rossi, Guido",http://viaf.org/viaf/110450421,,147,147,,2
"Morassi, L.","Morassi, L.",http://viaf.org/viaf/110466391,,1306,1306,,2
"Paladini, G.","Paladini, Giannantonio",http://viaf.org/viaf/110495823,,64,64,,1
"Paladini, Giannantonio","Paladini, Giannantonio",http://viaf.org/viaf/110495823,,64,64,,1
"Battisti, Carlo","Battisti, Carlo",http://viaf.org/viaf/110497168,,1017,1017,,1
"Jacoby, David","Jacoby, David",http://viaf.org/viaf/110550826,,1180,1180,,1
"Torcellan, G.","Torcellan, Gianfranco",http://viaf.org/viaf/110666629,http://viaf.org/viaf/36982853,1044,1044,,1
"Castellani, G.","Castellani, G.",http://viaf.org/viaf/110814124,,1301,1301,,2
"Targhetta, R.","Targhetta, Renata",http://viaf.org/viaf/110903675,,177,177,,1
"Targhetta, Renata","Targhetta, Renata",http://viaf.org/viaf/110903675,,177,177,,1
"Degrassi, Attilio","Degrassi, Attilio",http://viaf.org/viaf/111055823,,114,114,,1
"Girardi, E.","Girardi, E.",http://viaf.org/viaf/111183539,,997,997,,2
"Puppa, P.","Puppa, Paolo",http://viaf.org/viaf/111214652,,561,561,,1
"Puppa, Paolo","Puppa, Paolo",http://viaf.org/viaf/111214652,,561,561,,1
"Liberali, D. G.","Liberali, D. G.",http://viaf.org/viaf/11125477,,1405,1405,,0
"Ramilli, G.","Ramilli, Giovanni",http://viaf.org/viaf/11129211,,1175,1175,,1
"Modoni, Gian Albino Ravalli","Ravalli Modoni, Gian Albino",http://viaf.org/viaf/111358919,http://viaf.org/viaf/75059440,571,571,,1
"Gagliardi, Pasquale","Gagliardi, Pasquale",http://viaf.org/viaf/111393806,,370,370,,1
"Codognato, Attilio","Codognato, Attilio",http://viaf.org/viaf/11157631,,1507,1507,,1
"Zangrando, Fiorello","Zangrando, Fiorello",http://viaf.org/viaf/11165154,,1404,1404,,1
"Palumbo, V.","Palumbo, V.",http://viaf.org/viaf/111889305,,1004,1004,,2
"Delogu, G.","Delogu, G.",http://viaf.org/viaf/112156027,,209,209,,2
"Sorio, Ileana Chiappini di","Chiappini di Sorio, Ileana ",http://viaf.org/viaf/112303454,,1372,1372,,1
"Foscari, Antonio","Foscari, Antonio",http://viaf.org/viaf/11246735,,1501,1501,,1
"Dooley, Brendan","Dooley, Brendan Maurice",http://viaf.org/viaf/112758676,,1275,1275,,1
"Dooley, B.","Dooley, Brendan Maurice",http://viaf.org/viaf/112758676,,1275,1275,,1
"Gill, Joseph","Gill, Joseph",http://viaf.org/viaf/112990216,,562,562,,2
"Malamani, V.","Malamani, V.",http://viaf.org/viaf/113344975,,1413,1413,,1
"Somare, Enrico","Somare, Enrico",http://viaf.org/viaf/113463419,,1314,1314,,1
"POMPEATI, ARTURO","Pompeati, Arturo",http://viaf.org/viaf/113517199,,861,861,,1
"Pompeati, Arturo","Pompeati, Arturo",http://viaf.org/viaf/113517199,,861,861,,1
"Monga, Luigi","Monga, Luigi",http://viaf.org/viaf/113618361,,584,584,,1
"Camerino, Marinella Colummi","Colummi Camerino, Marinella",http://viaf.org/viaf/113639778,,569,569,,1
"Torrini, Annalisa Perissa","Perissa Torrini, Annalisa",http://viaf.org/viaf/113751680,,1524,1524,,1
"BATTELLI, GUIDO","Battelli, Guido",http://viaf.org/viaf/113845903,,1123,1123,,1
"Rabboni, Renzo","Rabboni, Renzo",http://viaf.org/viaf/114898845,,140,140,,1
"Becchi, Egle","Becchi, Egle",http://viaf.org/viaf/115114273,,310,310,,1
"KOCH, EMILE SCHAUB","Schaub-Koch, Émile",http://viaf.org/viaf/115541577,,508,508,,1
"Schaub-Koch, Emile","Schaub-Koch, Émile",http://viaf.org/viaf/115541577,,1050,508,,1
"SCHAUB-KOCH, EMILIO","Schaub-Koch, Émile",http://viaf.org/viaf/115541577,,1363,508,,1
"Lenti, Libero","Lenti, Libero",http://viaf.org/viaf/115757682,,917,917,,1
"Weiss, R.","Weiss, R.",http://viaf.org/viaf/116044321,,608,608,,2
"Banti, Alberto Mario","Banti, Alberto Mario",http://viaf.org/viaf/116066788,,640,640,,1
"Bortolato, E.","Bortolato, Emile",http://viaf.org/viaf/11617815,http://viaf.org/viaf/200189562,227,227,,1
"Tomasin, Stefano","Tomasin, Stefano",http://viaf.org/viaf/117145003288761300256,,1166,1166,,1
"Medioli, Francesca","Medioli, Francesca",http://viaf.org/viaf/117187761,,1096,1096,,1
"Rossi, Massimiliano","Rossi, Massimiliano",http://viaf.org/viaf/117241939,,379,379,,1
"Trivellato, D.","Trivellato, Diana",http://viaf.org/viaf/117707210,,71,71,,1
"Nemerkényi, Elod","Nemerkényi, Elod",http://viaf.org/viaf/120325132,,953,953,,1
"Finocchi, Valeria","Finocchi, Valeria",http://viaf.org/viaf/120422511,,264,264,,1
"Treves, Paolo","Treves, Paolo",http://viaf.org/viaf/120697439,,131,131,,1
"Zanazzo, G. B.","Zanazzo, Giovanni Battista",http://viaf.org/viaf/120698406,http://viaf.org/viaf/262876900,995,995,,1
"Plumidis, G.","Ploumídis, Geórgios S.",http://viaf.org/viaf/120698577,,231,231,,1
"Plumidis, Giorgio","Ploumídis, Geórgios S.",http://viaf.org/viaf/120698577,,231,231,,1
"Da Rios, L. S.","Da Rios, Luigi Sante",http://viaf.org/viaf/120794142,http://viaf.org/viaf/90214481,927,927,,1
"Tagliaferro, Giorgio","Tagliaferro, Giorgio",http://viaf.org/viaf/121224907,,230,230,,1
"VEDALDI, ARMANDO","Vedaldi, Armando",http://viaf.org/viaf/121237754,,39,39,,2
"Dalmasso, Giovanni","Dalmasso, Giovanni",http://viaf.org/viaf/12126835,,203,203,,1
"Tucci, Hannelore Zug","Zug Tucci, Hannelore",http://viaf.org/viaf/121798665,http://viaf.org/viaf/202928310,414,414,,1
"Tucci, U.","Tucci, Ugo",http://viaf.org/viaf/121798665,http://viaf.org/viaf/66559085,414,702,,1
"Saffrey, Henri D.","Saffrey, Henri Dominique",http://viaf.org/viaf/12314725,,290,290,,1
"Petronio, Giuseppe","Petronio, Giuseppe",http://viaf.org/viaf/12324590,,484,484,,1
"PETRONIO, GIUSEPPE","Petronio, Giuseppe",http://viaf.org/viaf/12324590,,484,484,,1
"Petronio, G.","Petronio, Giuseppe",http://viaf.org/viaf/12324590,,484,484,,1
"Cacciavillani, Ivone","Cacciavillani, Ivone",http://viaf.org/viaf/12329146,,592,592,,1
"Zalin, G.","Zalin, Giovanni",http://viaf.org/viaf/12342961,,372,372,,1
"Zalin, Giovanni","Zalin, Giovanni",http://viaf.org/viaf/12342961,,372,372,,1
"Bonfiglio Dosio, G.","Bonfiglio Dosio, Giorgetta",http://viaf.org/viaf/12371530,,1189,1189,,1
"Sambin, Paolo","Sambin, Paolo",http://viaf.org/viaf/12432145,,771,771,,1
"Sambin, P.","Sambin, Paolo",http://viaf.org/viaf/12432145,,771,771,,1
"Calzavara, Ernesto","Calzavara, Ernesto",http://viaf.org/viaf/12433103,,851,851,,1
"Mattozzi, Ivo","Mattozzi, Ivo",http://viaf.org/viaf/12433830,,1385,1385,,1
"Gallo, R.","Gallo, Rodolfo",http://viaf.org/viaf/12433848,,715,715,,1
"Gallo, Rodolfo","Gallo, Rodolfo",http://viaf.org/viaf/12433848,,715,715,,1
"GALLO, RODOLFO","Gallo, Rodolfo",http://viaf.org/viaf/12433848,,715,715,,1
"Falchetta, Piero","Falchetta, Piero",http://viaf.org/viaf/12445112,,1394,1394,,1
"Brunetta, Manuela","Brunetta, Manuela",http://viaf.org/viaf/12461789,,1110,1110,,1
"Poli, Doretta Davanzo","Davanzo Poli, Doretta ",http://viaf.org/viaf/12470509,,987,987,,1
"Ciampi, M.","Ciampi, M.",http://viaf.org/viaf/12497042,,1484,1484,,2
"Simonetto, Michele","Simonetto, Michele",http://viaf.org/viaf/12530518,,1354,1354,,1
"Zanettin, R.","Zanettin, Rosanna",http://viaf.org/viaf/12540558,,193,193,sebina,0
"Betti, Gian Luigi","Betti, Gian Luigi",http://viaf.org/viaf/12549232,,1318,1318,,1
"Novello, E.","Novello, E.",http://viaf.org/viaf/12572540,,537,537,,2
"Novello,","Novello, E.",http://viaf.org/viaf/12572540,,537,537,,2
"Rizzo, Antonio","Rizzo, Antonio",http://viaf.org/viaf/126154769,,1521,1521,,2
"Scapparone, Elisabetta","Scapparone, Elisabetta",http://viaf.org/viaf/12632765,,825,825,,1
"Dal Fiume, A.","Dal Fiume, A.",http://viaf.org/viaf/127164559,,611,611,,2
"Trevisan, Luca","Trevisan, Luca",http://viaf.org/viaf/12935946,,1267,1267,,1
"De Tomasi, V.","De Tomasi, V.",http://viaf.org/viaf/129653509,,1470,1470,,0
"Rossi, M.","Rossi, M.",http://viaf.org/viaf/1307788,,242,242,,2
"Rossi, Francesco Paolo","Rossi, Francesco Paolo",http://viaf.org/viaf/1307788,,242,242,,1
"Viero, Monica","Viero, Monica",http://viaf.org/viaf/130936159,,1288,1288,,1
"Bortoluzzi, Pietro","Bortoluzzi, Pietro",http://viaf.org/viaf/13168865,http://viaf.org/viaf/13168865,896,896,,1
"Mezzalira, Chiara","Mezzalira, Chiara",http://viaf.org/viaf/133295988,,984,984,,1
"Nante, Andrea","Nante, Andrea",http://viaf.org/viaf/13481035,,548,548,,1
"Spinazzi, Alberto","Spinazzi, Alberto",http://viaf.org/viaf/13482889,,1319,1319,,1
"De Franceschi, C.","De Franceschi, C.",http://viaf.org/viaf/136008689,,0,0,"Carlo (1809-1893), Camillo(1868-1953)",2
"Zanni, F.","Zanni, F.",http://viaf.org/viaf/136442731,,1297,1297,,2
"Fabbri, Renata","Fabbri, Renata",http://viaf.org/viaf/13661048,,81,81,,1
"Pettenati, Giovanni","Pettenati, Giovanni",http://viaf.org/viaf/14085599,,780,780,,1
"Marinovic, Ante","Marinovic, Ante",http://viaf.org/viaf/14133678,,23,23,,2
"Vian, Giovanni","Vian, Giovanni",http://viaf.org/viaf/142450,,328,328,,2
"Vertecchi, Giulia","Vertecchi, Giulia",http://viaf.org/viaf/142669393,,650,650,,1
"Burke, Ersie C.","Burke, Ersie C.",http://viaf.org/viaf/143146461518827731519,,1472,1472,,1
"Rocca, Raimondo Morozzo della","Morozzo Della Rocca, Raimondo ",http://viaf.org/viaf/14402284,,719,719,,1
"Franco, Giovanni","Franco, Giovanni",http://viaf.org/viaf/14414363,,940,940,,2
"Zapletalová, Jana","Zapletalová, Jana",http://viaf.org/viaf/14499164,,240,240,,2
"Haberstumpf, Walter","Haberstumpf, Walter",http://viaf.org/viaf/14635213,,448,448,,1
"Lorenzetti, G.","Lorenzetti, Giulio",http://viaf.org/viaf/14657605,,2,2,(1886-1951),1
"Lorenzetti, Giulio","Lorenzetti, Giulio",http://viaf.org/viaf/14657605,,2,2,,1
"Chambers, D. S.","Chambers, David Sanderson",http://viaf.org/viaf/14767483,http://viaf.org/viaf/19702777,1367,1367,,1
"Vian, Nello","Vian, Nello",http://viaf.org/viaf/14791324,,739,739,,1
"Stoll, Bela","Stoll, Bela",http://viaf.org/viaf/14795047,,664,664,,1
"Gambarin, Giovanni","Gambarin, Giovanni",http://viaf.org/viaf/14836472,,269,269,,1
"Gambarin, G.","Gambarin, Giovanni",http://viaf.org/viaf/14836472,,269,269,,1
"Davidson, Nicholas S.","Davidson, Nicholas S.",http://viaf.org/viaf/1487815,,436,436,,2
"Bondi, E. C.","Bondi, E. C.",http://viaf.org/viaf/14890567,,632,632,,0
"Marciani, Corrado","Marciani, Corrado",http://viaf.org/viaf/14901562,,676,676,,1
"Marciani, C.","Marciani, Corrado",http://viaf.org/viaf/14901562,,676,676,,1
"Ferraro, Joanne M.","Ferraro, Joanne Marie",http://viaf.org/viaf/14903194,,282,282,,1
"Pedani, M. P.","Pedani, Maria Pia",http://viaf.org/viaf/14968244,http://viaf.org/viaf/64155136,156,156,,1
"Papo, Adriano","Papo, Adriano",http://viaf.org/viaf/14989251,,581,581,,1
"Rizzi, B.","Rizzi, B.",http://viaf.org/viaf/15014524,,141,141,,2
"Sari, Carmen","Sari, Carmen",http://viaf.org/viaf/150516091,,1076,1076,,1
"Tirelli, Roberto","Tirelli, Roberto",http://viaf.org/viaf/15054149,,426,426,,1
"Mueller, Maria Laura Lepscky","Lepscky Mueller, Maria Laura ",http://viaf.org/viaf/15078691,,1061,1061,,1
"Ankori, Zvi","Ankori, Zvi",http://viaf.org/viaf/15079049,,1386,1386,,1
"Cisilino, Siro","Cisilino, Siro",http://viaf.org/viaf/15192414,,201,201,,1
"Rigobon, M.","Rigobon, M.",http://viaf.org/viaf/15707299,,103,103,,2
"D’Alberton, Rossana Vitale","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"Vitale, Rossana D’alberton","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"’Alberton, Rossana Vitale D","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"D'Alberton, Rossana Vitale","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"d’Alberton, Rossana Vitale","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"Vitale, Rossana d’Alberton","Vitale d'Alberton, Rossana",http://viaf.org/viaf/160432896,,1,1,,1
"Da Mosto, A.","Da Mosto, Alvise",http://viaf.org/viaf/162004,,395,395,,1
"Venuto, Liliana De","De Venuto, Liliana",http://viaf.org/viaf/162334789,,48,48,,1
"Longo, A.","Longo, A.",http://viaf.org/viaf/163408645,,449,449,,2
"Bernabei, Franco","Bernabei, Franco",http://viaf.org/viaf/165103825,,833,833,,1
"Aliprandi, G.","Aliprandi, Giuseppe",http://viaf.org/viaf/16526086,,462,462,,1
"Aliprandi, Giuseppe","Aliprandi, Giuseppe",http://viaf.org/viaf/16526086,,462,462,,1
"Mitrovic, Katarina","Mitrović, Katarina",http://viaf.org/viaf/165316625,,270,270,,1
"Sticotti, Piero","Sticotti, Piero",http://viaf.org/viaf/165469190,,1505,1505,,1
"Codello, Renata","Codello, Renata",http://viaf.org/viaf/16566073,,1341,1341,,1
"Zorattini, Pier Cesare Ioly","Ioly Zorattini, Pier Cesare",http://viaf.org/viaf/165816955,,258,258,,1
"Ioly Zorattini, P. C.","Ioly Zorattini, Pier Cesare",http://viaf.org/viaf/165816955,http://viaf.org/viaf/165816955,292,258,,1
"Pignatti, Terisio","Pignatti, Terisio",http://viaf.org/viaf/166976553,,1171,1171,,1
"Vergani, R.","Vergani, Raffaello",http://viaf.org/viaf/167041966,,163,163,,2
"Vergani, Raffaello","Vergani, Raffaello",http://viaf.org/viaf/167041966,,163,163,,2
"Pavanini, Paola","Pavanini, Paola",http://viaf.org/viaf/167099516,,289,289,,1
"Massaro, Martina","Massaro, Martina",http://viaf.org/viaf/168160445,,78,78,,1
"Skoufari, E.","Skoufari, Evangelia",http://viaf.org/viaf/168946505,,1520,1520,,1
"Furlan, Mariangela","Furlan, Mariangela",http://viaf.org/viaf/169513000,,452,452,,1
"Diop, Cristina Lombardi","Lombardi-Diop, Cristina ",http://viaf.org/viaf/170159746,,1002,1002,,1
"Hoskin, Keith","Hoskin, Keith",http://viaf.org/viaf/170372286,,221,221,,1
"Seibezzi, Fioravante","Seibezzi, Fioravante",http://viaf.org/viaf/171120396,,363,363,,1
"Rudt de Collenberg, W. H.","Rudt de Collenberg, Wipertus Hugo",http://viaf.org/viaf/17217963,,1141,1141,,1
"Betto, Bianca","Betto, Bianca",http://viaf.org/viaf/17237361,,1195,1195,,1
"Betto, B.","Betto, Bianca",http://viaf.org/viaf/17237361,,1195,1195,,1
"Dennis, George T.","Dennis, George T.",http://viaf.org/viaf/17240388,,1337,1337,,1
"Sensi, Teresa","Sensi, Teresa",http://viaf.org/viaf/172435955,,1164,1164,,1
"Mueller, R. C.","Mueller, Reinhold Christopher",http://viaf.org/viaf/17244058,,291,291,,1
"Mueller, Reinhold C.","Mueller, Reinhold Christopher",http://viaf.org/viaf/17244058,,291,291,,1
"Urban, Lina Padoan","Urban Padoan, Lina",http://viaf.org/viaf/172582142,http://viaf.org/viaf/7234848,137,137,Urban Lina,1
"Magni, L.","Magni, L.",http://viaf.org/viaf/17306939,,1381,1381,,2
"Dazzi, Manlio","Dazzi, Manlio",http://viaf.org/viaf/17312905,,36,36,,1
"DAZZI, MANLIO","Dazzi, Manlio",http://viaf.org/viaf/17312905,,36,36,,1
"Dazzi, M.","Dazzi, Manlio",http://viaf.org/viaf/17312905,,36,36,,1
"Pozzo, Giovanni Da","Da Pozzo, Giovanni",http://viaf.org/viaf/173131617,,1265,1265,,1
"Baroni, C.","Baroni, C.",http://viaf.org/viaf/17326794,,1125,1125,,2
"Stussi, A.","Stussi, Alfredo",http://viaf.org/viaf/17331649,http://viaf.org/viaf/64019990,1063,1063,,1
"Sosio, Libero","Sosio, Libero",http://viaf.org/viaf/17337301,,1088,1088,,1
"Betti, Ugo","Betti, Ugo",http://viaf.org/viaf/17344693,,99,99,,1
"Roberti, Mario Mirabella","Mirabella Roberti, Mario ",http://viaf.org/viaf/17346367,,1276,1276,,1
"Brown, Patricia Fortini","Fortini Brown, Patricia",http://viaf.org/viaf/17347520,,1331,1331,,1
"Barcham, William L.","Barcham, William L.",http://viaf.org/viaf/17351994,,921,921,,1
"Bonnini, Arianna","Bonnini, Arianna",http://viaf.org/viaf/173793666,,1218,1218,,1
"Gatti, Andrea","Gatti, Andrea",http://viaf.org/viaf/17381969,,1027,1027,,1
"Soldini, Fabio","Soldini, Fabio",http://viaf.org/viaf/17392526,,51,51,,1
"Paladini, Filippo Maria","Paladini, Filippo Maria",http://viaf.org/viaf/17396117,,609,609,,1
"Paladini, F. M.","Paladini, Filippo Maria",http://viaf.org/viaf/17396117,,609,609,,1
"Fletcher, Stella R.","Fletcher, Stella R.",http://viaf.org/viaf/17405343,,918,918,,1
"Sarnelli, Mauro","Sarnelli, Mauro",http://viaf.org/viaf/17443599,,740,740,,1
"Oniga, Renato","Oniga, Renato",http://viaf.org/viaf/17450372,,1475,1475,,1
"Pedrotti, A.","Pedrotti, A.",http://viaf.org/viaf/17491374,,831,831,,2
"Filippini, Nadia Maria","Filippini, Nadia Maria",http://viaf.org/viaf/17504652,,138,138,,1
"Valcanover, Anna Francesca","Valcanover, Anna Francesca",http://viaf.org/viaf/17540237,,238,238,,1
"Scattolin, C.","Scattolin, C.",http://viaf.org/viaf/1759485,,204,204,,2
"Seidmann, Gertrud","Seidmann, Gertrud",http://viaf.org/viaf/18000727,,130,130,,1
"Bortot, Simona","Bortot, Simona",http://viaf.org/viaf/180576954,,432,432,,1
"Gentile, Carlo","Gentile, Carlo",http://viaf.org/viaf/18081835,,509,509,,2
"Forchielli, G.","Forchielli, Giuseppe",http://viaf.org/viaf/18349363,,1035,1035,,1
"Rizzi, Guido","Rizzi, Guido",http://viaf.org/viaf/1842116,,899,899,,1
"Sama, Catherine M.","Sama, Catherine M.",http://viaf.org/viaf/1843168,,1018,1018,,1
"Vianello, Marco","Vianello, Marco",http://viaf.org/viaf/185145541837396600674,,1453,1453,,1
"Candida, Bianca","Candida, Bianca",http://viaf.org/viaf/18547480,,1430,1430,,1
"Venturi, F.","Venturi, F.",http://viaf.org/viaf/18634,,1379,1379,,2
"Viggiano, Alfredo","Viggiano, Alfredo",http://viaf.org/viaf/186348,,983,983,,1
"Stefano, Chiara Di","Di Stefano, Chiara ",http://viaf.org/viaf/186950808,,759,759,,1
"Benuzzi, Fabien","Benuzzi, Fabien",http://viaf.org/viaf/186951486,,883,883,,1
"Zucchetta, Gianpietro","Zucchetta, Gianpietro",http://viaf.org/viaf/18710079,,1419,1419,,1
"Zanchetta, C.","Zanchetta, Carlo",http://viaf.org/viaf/187406776,,604,604,sebina,0
"Filippi, Franco","Filippi, Franco",http://viaf.org/viaf/189825617,,288,288,sebina,0
"Nani Mocenigo, M.","Nani Mocenigo, M.",http://viaf.org/viaf/18986526,,1325,1325,,2
"Ballardini, Antonella","Ballardini, Antonella",http://viaf.org/viaf/190144647643384443384,,1303,1303,,1
"Ambrosini, Daniela","Ambrosini, Daniela",http://viaf.org/viaf/190396676,,691,691,,1
"Monforte, Vincenzo","Monforte, Vincenzo",http://viaf.org/viaf/191063024,,119,119,,1
"Pirovano, Alberto","Pirovano, Alberto",http://viaf.org/viaf/191985965,,498,498,,1
"Ascheri, Mario","Ascheri, Mario",http://viaf.org/viaf/192075754,,911,911,,1
"Caselli, Pietro","Caselli, Pietro",http://viaf.org/viaf/192546602,http://viaf.org/viaf/70922627,278,278,,1
"Dettin, Piero","Dettin, Piero",http://viaf.org/viaf/192562740,,1106,1106,,1
"Cessi Drudi, M.","Cessi Drudi, Maria",http://viaf.org/viaf/192759927,,1211,1211,,1
"Friederichsen, Vittorio","Friederichsen, Vittorio",http://viaf.org/viaf/19289110,,895,895,,1
"FRIÈDERICHSEN, VITTORIO","Friederichsen, Vittorio",http://viaf.org/viaf/19289110,,1378,895,,1
"Ferrari, Carla","Ferrari, Carla",http://viaf.org/viaf/193572040,,497,497,,1
"Miraglia, Alessandra","Miraglia, Alessandra",http://viaf.org/viaf/193631621,,286,286,,1
"Dalle Carbonare, M.","Dalle Carbonare, M.",http://viaf.org/viaf/193797403,,745,745,,1
"Nezzo, Marta","Nezzo, Marta",http://viaf.org/viaf/19433751,,906,906,,1
"Bullo, Elena","Bullo, Elena",http://viaf.org/viaf/194720691,,184,184,,1
"Santarelli, Daniele","Santarelli, Daniele",http://viaf.org/viaf/19509258,,753,753,,1
"Treves, Piero","Treves, Piero",http://viaf.org/viaf/195413504,,1240,1240,,1
"Corchia, D.","Corchia, David",http://viaf.org/viaf/195718,http://viaf.org/viaf/49331344,623,623,,1
"Sponza, Sandro","Sponza, Sandro",http://viaf.org/viaf/19575880,,20,20,,1
"Pistoresi, Marco","Pistoresi, Marco",http://viaf.org/viaf/196296135,,423,423,,1
"BATTISTINI, MARIO","Battistini, Mario",http://viaf.org/viaf/19670617,,679,679,,1
"Battistini, M.","Battistini, Mario",http://viaf.org/viaf/19670617,,679,679,,1
"Zabbeo, Alessandra","Zabbeo, Alessandra",http://viaf.org/viaf/196862849,,162,162,,1
"Massetti, Gianfranco","Massetti, Gianfranco",http://viaf.org/viaf/196863497,,234,234,,1
"Mijuskovic, Slavko","Mijuskovic, Slavko",http://viaf.org/viaf/19706733,,974,974,,1
"Clark, Paula","Clarke, Paula C.",http://viaf.org/viaf/19732991,,775,775,,1
"Clarke, Paula C.","Clarke, Paula C.",http://viaf.org/viaf/19732991,,775,775,,1
"Rizzi, Alberto","Rizzi, Alberto",http://viaf.org/viaf/19748389,,1233,1233,,1
"Povolo, C.","Povolo, Claudio",http://viaf.org/viaf/19772460,,63,63,,1
"Jedin, Hubert","Jedin, Hubert",http://viaf.org/viaf/19790706,,922,922,,1
"Panizza, Diego","Panizza, Diego",http://viaf.org/viaf/19800602,,37,37,,1
"Chiurlo, B.","Chiurlo, Bindo",http://viaf.org/viaf/19808165,,938,938,,1
"Hrochová, V.","Hrochová, Věra",http://viaf.org/viaf/19809025,,11,11,(1933-1996),1
"Kubelik, Martin","Kubelik, Martin",http://viaf.org/viaf/19810497,,589,589,,1
"Lugaresi, L.","Lugaresi, Leonardo",http://viaf.org/viaf/19836517,,1356,1356,,1
"Casini, Matteo","Casini, Matteo",http://viaf.org/viaf/19847151,,789,789,,1
"Moretti, Mauro","Moretti, Mauro",http://viaf.org/viaf/19916746,,315,315,,1
"Lunelli, Renato","Lunelli, Renato",http://viaf.org/viaf/199356686,,1246,1246,,1
"Rio, Monica Del","Del Rio, Monica",http://viaf.org/viaf/199695598,,1241,1241,,1
"Robbert, Louise Buenger","Robbert, Louise Buenger",http://viaf.org/viaf/201840814,,858,858,,1
"Puliafito, Anna Laura","Puliafito Bleuel, Anna Laura",http://viaf.org/viaf/2021145856848122920036,http://viaf.org/viaf/32078039,13,13,,1
"Bonaldi, Elisa","Bonaldi, Elisa",http://viaf.org/viaf/2023145856946822920185,,311,311,,1
"Spagnol, C.","Spagnol, C.",http://viaf.org/viaf/202329279,,891,891,,2
"Bossi, Elda","Bossi, Elda",http://viaf.org/viaf/203568233,,1380,1380,,1
"Comandini, Giacomo","Comandini, Giacomo",http://viaf.org/viaf/204130186,,980,980,,1
"FABRIS, CESARE","Fabris, Cesare",http://viaf.org/viaf/204364915,,654,654,,1
"Fabris, Cesare","Fabris, Cesare",http://viaf.org/viaf/204364915,,654,654,,1
"Crestani, C.","Crestani, C.",http://viaf.org/viaf/204717121,,427,427,,2
"Faugeron, Fabien","Faugeron, Fabien",http://viaf.org/viaf/205105165,,713,713,,1
"Tortorella, Marta","Tortorella, Marta",http://viaf.org/viaf/205732678,,1333,1333,,1
"Franceschi, Enzo De","De Franceschi, Enzo ",http://viaf.org/viaf/205752410,,734,734,,1
"Bulgarelli, Mario","Bulgarelli, Mario",http://viaf.org/viaf/206142006,,95,95,,1
"Usigli, Arrigo","Usigli, Arrigo",http://viaf.org/viaf/207689750,,841,841,,1
"Franceschini, Francesco","Franceschini, Francesco",http://viaf.org/viaf/208202353,,1446,1446,,2
"Galletti, Giuliano","Galletti, Giuliano",http://viaf.org/viaf/210019563,,515,515,,1
"Caruso, Bruna","Caruso, Bruna",http://viaf.org/viaf/210925781,,1365,1365,,1
"Polichetti, Enrico","Polichetti, Enrico",http://viaf.org/viaf/210925799,,106,106,,1
"Pujeau, Emmanuelle","Pujeau, Emmanuelle",http://viaf.org/viaf/211257473,,1232,1232,,1
"Gianighian, Giorgio","Gianighian, Giorgio",http://viaf.org/viaf/21136945,,1273,1273,,1
"Knapton, M.","Knapton, Michael",http://viaf.org/viaf/21208187,,746,746,,1
"Knapton, Michael","Knapton, Michael",http://viaf.org/viaf/21208187,,746,746,,1
"Nardello, M.","Nardello, Mariano",http://viaf.org/viaf/21250474,,256,256,,1
"Nardello, Mariano","Nardello, Mariano",http://viaf.org/viaf/21250474,,256,256,,1
"Parmagnani, Lorenzo","Parmagnani, Lorenzo",http://viaf.org/viaf/212868120,,747,747,,1
"Bertini, PierPaolo","Bertini, Pier Paolo",http://viaf.org/viaf/212869136,http://viaf.org/viaf/307354346,58,58,,1
"Bertini, Pierpaolo","Bertini, Pier Paolo",http://viaf.org/viaf/212869136,http://viaf.org/viaf/307354346,58,58,,1
"Agazzi, Michela","Agazzi, Michela",http://viaf.org/viaf/21353248,,597,597,,1
"Baldissera, Roberto","Baldissera, Roberto",http://viaf.org/viaf/213951932,,951,951,,1
"Marchioro, Deborah","Marchioro, Deborah",http://viaf.org/viaf/21481216,,1384,1384,,1
"Rigon, A.","Rigon, Andreina",http://viaf.org/viaf/215049345,,126,126,,1
"Rigon, Andreina","Rigon, Andreina",http://viaf.org/viaf/215049345,,126,126,,1
"Olard, Ludivine","Olard, Ludivine",http://viaf.org/viaf/215306915,,1008,1008,,1
"Vuillemin, Pascal","Vuillemin, Pascal",http://viaf.org/viaf/215323186,,678,678,,1
"Urzì, M.","Urzì, Maurizio",http://viaf.org/viaf/2154638,http://viaf.org/viaf/66327524,1461,1461,,1
"Hoffmann, Johannes","Hoffmann, Johannes",http://viaf.org/viaf/215529807,,217,217,,2
"Green, Michèle","Green, Michèle",http://viaf.org/viaf/21575952,,1001,1001,,1
"Paier, Raffaele","Paier, Raffaele",http://viaf.org/viaf/215896522,,214,214,,1
"Pelli, Amedeo","Pelli, Amedeo",http://viaf.org/viaf/215914937,,401,401,,1
